"LISCENCEEXP","GENDER","DRIVINGEXPIRIENCE","BIRTHDAY","NAME","ID"
"01/12/2047","MALE  ","32","18/08/1969","Whoopi Collins      ","81447154"
"06/05/2028","FEMALE","12","06/08/1960","Jean-Claude Shandlin","32463087"
"03/07/2042","FEMALE","15","10/08/1975","Beth Vega           ","27187145"
"04/08/2041","MALE  ","33","21/07/1977","Rade Palin          ","77893036"
"22/07/2034","FEMALE","31","14/09/1979","Rebeka Graham       ","63534844"
"17/08/2036","MALE  ","34","10/03/1989","Tramaine Diaz       ","11573539"
"05/11/2049","MALE  ","23","02/04/1971","Gilbert Ermey       ","68681763"
"17/11/2055","MALE  ","25","14/09/1981","Terrence Koyana     ","69780769"
"23/06/2045","MALE  ","41","25/02/1997","Harvey Belushi      ","67527923"
"07/08/2032","MALE  ","16","30/12/1994","Jackie Biehn        ","87579477"
"16/04/2025","MALE  ","22","20/10/1986","Maggie Guzman       ","42769848"
"14/10/2040","FEMALE","17","02/05/1987","Meredith DeLuise    ","75175101"
"03/03/2029","MALE  ","10","16/12/1995","Alice Birch         ","15911956"
"22/07/2038","FEMALE","27","06/05/1968","Julianne Depp       ","8397055"
"31/10/2040","FEMALE","34","06/04/1985","Harriet McCracken   ","5195976"
"22/12/2039","MALE  ","26","06/05/1996","Rosanna Turturro    ","26196475"
"03/02/2039","FEMALE","50","06/04/1962","Edwin Perez         ","55821937"
"26/09/2028","MALE  ","36","11/11/1974","Joseph Fraser       ","30092520"
"30/07/2031","FEMALE","48","04/07/1973","Clive Spacey        ","55119411"
"21/09/2052","MALE  ","26","16/09/1966","Murray Wen          ","83333327"
"14/06/2032","FEMALE","23","01/07/1971","Claire Ripley       ","97769100"
"08/10/2026","FEMALE","38","09/12/1984","Giovanni Langella   ","92401024"
"24/02/2033","FEMALE","12","08/06/1967","Cathy Shepard       ","10022553"
"15/06/2026","MALE  ","14","17/02/1970","Albert Lennix       ","51634722"
"12/06/2050","MALE  ","45","27/03/1979","Harris Brown        ","83371624"
"09/09/2025","MALE  ","49","25/10/1991","Claude Garner       ","24421197"
"11/01/2049","FEMALE","7","30/08/1984","Janeane Basinger    ","63529541"
"23/11/2049","MALE  ","6","01/06/1990","First Kirshner      ","52860000"
"27/08/2039","FEMALE","50","20/09/1967","Sam Epps            ","96151758"
"05/12/2030","MALE  ","38","24/03/1999","Frederic Perry      ","13298010"
"20/08/2040","FEMALE","19","10/05/1976","Daryl Yankovic      ","2697514"
"04/04/2038","FEMALE","3","15/03/1984","Horace Colman       ","98897978"
"19/11/2026","MALE  ","16","21/05/1997","Ernest Rispoli      ","54461843"
"15/06/2029","FEMALE","46","03/03/1977","Curt Gosdin         ","93706416"
"08/01/2036","MALE  ","49","07/04/1989","Lois Fender         ","86343021"
"20/05/2044","FEMALE","23","21/04/1963","Kiefer Palmieri     ","36768160"
"16/08/2043","MALE  ","29","22/03/2000","Karen Pierce        ","50601746"
"29/12/2048","MALE  ","40","23/08/1987","King Union          ","40948279"
"06/08/2050","MALE  ","6","06/08/1986","Grant Latifah       ","10966104"
"07/10/2038","MALE  ","3","16/05/1961","Oded Guinness       ","60516495"
"28/11/2024","FEMALE","26","12/04/1991","Chrissie Arquette   ","25190196"
"30/12/2051","MALE  ","17","29/11/2003","Danni Dushku        ","75475071"
"24/02/2030","MALE  ","4","13/10/1963","Andrew Camp         ","15834516"
"15/11/2038","MALE  ","3","17/02/1989","Ann Craddock        ","10318159"
"13/04/2034","FEMALE","32","23/03/1960","Stanley Morales     ","90852530"
"30/09/2042","FEMALE","50","27/03/1970","Ike McDowell        ","11648867"
"03/02/2036","FEMALE","42","12/10/1994","Avenged Tippe       ","3790613"
"05/03/2035","FEMALE","36","03/11/2001","Billy Milsap        ","4099869"
"12/02/2045","FEMALE","33","10/04/2004","Jeffrey Pryce       ","44287343"
"09/11/2034","MALE  ","47","12/07/1970","Jeroen Pressly      ","8554105"
"29/09/2044","MALE  ","46","10/12/1993","Geraldine Manning   ","79343388"
"09/11/2028","MALE  ","43","08/04/1960","Micky Hartnett      ","71994227"
"10/07/2039","FEMALE","30","20/04/1987","Laurie Reid         ","30774542"
"19/12/2042","MALE  ","44","04/12/1971","Joy Harrison        ","5672640"
"07/02/2029","FEMALE","21","04/02/2002","Loren Goldblum      ","30608180"
"14/01/2038","MALE  ","38","02/11/1985","Pam Kretschmann     ","88938602"
"26/07/2025","FEMALE","20","05/07/1999","Merrill Donelly     ","50187312"
"05/06/2038","FEMALE","40","20/09/2000","Dabney Holeman      ","51234571"
"13/04/2026","FEMALE","43","27/11/1976","Sonny Farrell       ","6656513"
"16/01/2056","FEMALE","33","26/03/1978","Trace Union         ","25731034"
"21/07/2051","MALE  ","33","11/07/2005","Jessica Rydell      ","18570485"
"23/04/2052","MALE  ","5","29/08/1963","Vince Everett       ","56057354"
"15/09/2059","FEMALE","3","17/02/1965","Morris Strathairn   ","66838614"
"07/01/2033","FEMALE","3","06/02/1961","Colm Detmer         ","63855672"
"04/08/2032","FEMALE","12","12/03/1978","Emerson Ruiz        ","24347814"
"11/12/2033","MALE  ","48","03/01/1995","Beverley Gordon     ","30685696"
"21/09/2028","MALE  ","39","25/10/1981","Andrea Maxwell      ","3641083"
"09/12/2039","MALE  ","48","21/02/1995","Fisher Tempest      ","44390251"
"05/09/2033","FEMALE","6","27/12/1986","Lauren Owen         ","43220653"
"27/11/2057","MALE  ","19","13/06/1967","Curtis Noseworthy   ","88644724"
"15/02/2039","MALE  ","23","10/02/1991","Rawlins Leachman    ","65642202"
"22/10/2042","MALE  ","16","04/04/1981","Mitchell Vaughan    ","46308087"
"20/01/2025","MALE  ","21","30/04/1997","Ned Willard         ","820552"
"19/02/2039","MALE  ","20","05/03/1990","Ann Diddley         ","23618945"
"03/11/2058","MALE  ","45","12/09/1980","Trini Avital        ","32127429"
"08/08/2050","MALE  ","46","05/01/1964","Freddie LaSalle     ","14487114"
"09/07/2046","MALE  ","11","06/09/1976","Lila Blige          ","97178241"
"30/07/2036","FEMALE","4","02/04/2003","Sandra Gordon       ","93369479"
"03/10/2054","MALE  ","41","05/07/1995","Randall Costello    ","15927520"
"29/03/2045","MALE  ","34","28/01/1993","Sean Creek          ","82738449"
"09/01/2050","FEMALE","17","09/10/1994","Busta Shaw          ","32071539"
"27/07/2051","MALE  ","12","13/08/1992","Gailard Tah         ","68202080"
"02/06/2060","MALE  ","36","09/10/1961","Rueben Crimson      ","96041827"
"20/08/2047","MALE  ","2","11/12/1991","Glen Foxx           ","62166986"
"28/08/2025","MALE  ","36","03/10/1970","Olga Donelly        ","95314654"
"23/10/2030","FEMALE","33","10/10/1969","Vivica Winstone     ","26798431"
"10/02/2024","FEMALE","7","06/01/1972","Heath Koyana        ","6609247"
"12/08/2059","MALE  ","46","27/07/2002","Taylor Keitel       ","90176522"
"25/11/2050","FEMALE","30","09/09/1973","Moe Wilder          ","11051404"
"12/09/2052","FEMALE","23","28/07/1975","Brian Phifer        ","7223226"
"16/06/2037","FEMALE","45","06/02/1965","Sandra Torn         ","33789317"
"16/04/2060","FEMALE","28","09/03/1990","Lesley Bratt        ","60431920"
"25/09/2029","FEMALE","46","27/02/1970","Leonardo Costello   ","50114825"
"14/05/2022","MALE  ","44","07/02/1965","Sarah Burton        ","45919532"
"16/09/2033","MALE  ","16","23/11/2000","Anjelica Clinton    ","97115980"
"21/02/2050","MALE  ","36","04/01/1968","Simon Stiller       ","79090790"
"23/12/2028","MALE  ","26","19/05/1994","Kyra Davies         ","49515708"
"05/08/2043","MALE  ","36","05/03/1994","Andrew Del Toro     ","62504930"
"31/03/2043","FEMALE","22","29/08/1994","Leelee Lipnicki     ","16886505"
"04/11/2028","FEMALE","41","21/01/1971","Charlize Carrington ","17617219"
"22/12/2022","FEMALE","9","26/08/1979","Selma Biel          ","3122524"
"11/08/2032","FEMALE","48","01/04/1989","Mykelti Nelligan    ","73180940"
"30/11/2036","FEMALE","26","28/09/1995","Hilton Lapointe     ","94148046"
"06/09/2036","FEMALE","23","14/10/1971","Gina Midler         ","57490017"
"11/06/2051","FEMALE","14","21/06/1973","April Holy          ","12595260"
"01/05/2034","MALE  ","29","17/06/2004","Lesley Rush         ","40568227"
"04/06/2035","FEMALE","26","22/09/1990","Spike Thurman       ","54844386"
"01/02/2048","FEMALE","18","07/10/1979","Udo Doucette        ","47118002"
"28/02/2050","MALE  ","5","09/03/1998","Lizzy Beck          ","12635670"
"12/07/2059","MALE  ","15","14/07/1994","Andrea Cornell      ","92780082"
"07/09/2041","MALE  ","28","16/07/1970","Emilio Krabbe       ","34685311"
"23/07/2022","MALE  ","5","24/02/1981","Josh Wagner         ","16274816"
"22/10/2027","FEMALE","30","01/07/1980","Aida Newman         ","9616420"
"09/02/2026","FEMALE","2","06/03/1984","Annette Busey       ","69546699"
"21/12/2025","FEMALE","44","08/09/2000","Ossie Dench         ","6301153"
"18/01/2038","FEMALE","38","01/02/1983","Gilberto Drive      ","18365766"
"16/01/2024","MALE  ","17","06/09/2000","Sophie Goldblum     ","97651645"
"22/05/2046","FEMALE","14","15/11/1961","Chaka Leguizamo     ","78202714"
"09/04/2047","MALE  ","16","06/03/1999","Hugo Roth           ","75244991"
"17/08/2051","FEMALE","33","10/11/1979","Edie Piven          ","95839206"
"12/10/2034","MALE  ","2","09/11/1973","Teri Perez          ","41171419"
"14/01/2025","FEMALE","17","09/07/1987","Ossie Busey         ","67350541"
"11/02/2058","FEMALE","42","19/03/1996","Ben Paxton          ","96405003"
"22/11/2050","MALE  ","25","06/12/1990","Jill Applegate      ","89054944"
"24/02/2022","MALE  ","37","23/02/2003","Courtney Negbaur    ","38062612"
"25/02/2038","MALE  ","31","09/12/2002","Andie Boothe        ","51011984"
"13/11/2041","FEMALE","9","19/04/2005","Illeana Leguizamo   ","87389475"
"14/07/2043","FEMALE","38","22/08/1964","Colleen Hurley      ","33922179"
"02/08/2058","MALE  ","36","10/02/1988","Howie Tanon         ","2438674"
"06/08/2048","MALE  ","9","12/09/1995","Jonathan Ojeda      ","41080622"
"11/03/2049","FEMALE","35","14/10/1980","Mike Soul           ","40446964"
"31/12/2043","FEMALE","18","03/10/1996","Miranda Broadbent   ","18619475"
"10/02/2040","FEMALE","17","14/03/1981","Henry Rifkin        ","31100813"
"14/07/2057","MALE  ","47","04/03/1982","Hope Mirren         ","70887494"
"10/03/2022","MALE  ","29","10/07/1980","Millie Stuart       ","59484126"
"13/02/2031","FEMALE","30","02/08/1990","Carlos Winger       ","94709259"
"15/09/2051","FEMALE","41","15/09/1990","Lionel Crowe        ","42753089"
"29/10/2046","MALE  ","5","02/06/1977","Gin Jovovich        ","17692546"
"11/06/2045","MALE  ","50","18/08/1973","Ed Womack           ","73743691"
"24/03/2055","FEMALE","44","27/11/1966","King Vaughan        ","62959359"
"04/05/2059","FEMALE","30","11/12/1963","Tony Ripley         ","4033898"
"30/09/2051","FEMALE","29","10/09/1992","Grant Red           ","56914368"
"20/12/2034","FEMALE","35","21/01/1987","Kirsten Marx        ","4705099"
"15/01/2059","MALE  ","7","20/05/1989","Maceo Roundtree     ","79184065"
"23/01/2031","FEMALE","22","19/01/1960","Lizzy Oszajca       ","81426379"
"20/02/2050","FEMALE","17","23/03/1975","Aidan Weaving       ","5910716"
"01/10/2030","FEMALE","46","27/12/1961","Julia Bryson        ","87770289"
"24/05/2039","MALE  ","24","06/10/1970","Rhona Meniketti     ","50417225"
"17/03/2039","MALE  ","29","01/04/1981","Denise Dawson       ","83110223"
"17/12/2026","MALE  ","37","30/01/1984","Alfred Playboys     ","40122306"
"03/06/2045","FEMALE","6","03/09/1990","Claude Wong         ","75297152"
"01/08/2055","MALE  ","41","14/06/2004","Grace McNarland     ","16729875"
"24/08/2022","MALE  ","3","07/12/2000","Breckin Colman      ","79817379"
"20/11/2036","MALE  ","44","13/09/1987","Sydney Getty        ","89392396"
"16/04/2030","MALE  ","37","23/10/2005","Chrissie Soul       ","72543125"
"25/11/2028","FEMALE","21","01/11/1991","Vin Cassel          ","39004892"
"14/08/2028","MALE  ","14","16/05/2002","Sissy Thurman       ","18754177"
"01/06/2058","MALE  ","5","04/01/1968","Queen Candy         ","47274651"
"22/08/2022","FEMALE","21","25/01/1984","Alfred Fariq        ","83081460"
"21/08/2028","FEMALE","16","04/12/1968","Daryl Tolkan        ","37981188"
"29/07/2047","FEMALE","36","25/05/1991","Viggo Jamal         ","69652352"
"31/07/2027","MALE  ","41","28/07/1969","Drew McFerrin       ","51141777"
"01/03/2041","FEMALE","20","16/10/1988","Dustin Curfman      ","65252636"
"02/08/2033","FEMALE","31","01/09/1971","Barry Guinness      ","54879928"
"22/01/2046","MALE  ","41","21/12/2003","Bobby Polley        ","67011480"
"08/04/2059","MALE  ","25","20/10/1973","Jody Sevenfold      ","15907453"
"24/11/2046","MALE  ","10","03/08/1986","Nelly Dolenz        ","26213428"
"20/11/2039","MALE  ","40","11/07/1992","Deborah Rhodes      ","28925285"
"04/08/2032","FEMALE","31","19/11/2002","Sissy Kramer        ","37595309"
"13/10/2054","FEMALE","8","30/08/1995","Toni McBride        ","29174032"
"08/12/2023","FEMALE","48","09/10/1981","Isaac Yorn          ","5146143"
"21/09/2030","FEMALE","16","29/08/1994","Nastassja Holeman   ","12072219"
"19/01/2040","FEMALE","10","02/07/1983","Chubby Zevon        ","27244507"
"23/01/2049","FEMALE","7","25/10/1983","Jimmy Preston       ","40618528"
"06/12/2048","FEMALE","35","06/05/1966","Liquid Tippe        ","22190498"
"03/03/2035","FEMALE","22","26/04/1961","Davy Elizabeth      ","66253794"
"02/01/2035","FEMALE","9","08/11/1975","Beth Darren         ","66068313"
"26/09/2047","MALE  ","36","26/09/1990","Ani Diggs           ","3429385"
"03/02/2033","FEMALE","21","21/07/1976","Vin Craddock        ","94660664"
"02/04/2045","MALE  ","16","03/10/1969","James Neville       ","13460526"
"19/01/2047","MALE  ","14","18/12/1963","Adam Buffalo        ","36077594"
"14/12/2024","FEMALE","48","17/09/1986","Garry Shatner       ","50606522"
"20/02/2039","MALE  ","48","04/09/1960","Shawn Berkeley      ","47109967"
"10/01/2038","MALE  ","11","27/04/1968","Lindsey Peniston    ","33964252"
"17/01/2041","MALE  ","47","12/09/1984","Dabney Koteas       ","30321802"
"17/08/2060","MALE  ","32","20/03/1991","Harry Smurfit       ","13937170"
"02/07/2057","MALE  ","13","20/01/2002","Maury Bragg         ","66805732"
"02/03/2047","FEMALE","22","27/12/2004","Laurie Duschel      ","32999048"
"24/10/2039","MALE  ","38","17/01/1990","Mel Fender          ","17592352"
"25/07/2059","FEMALE","23","17/08/1964","Katie Cook          ","18459975"
"19/09/2046","FEMALE","33","10/01/1981","Elisabeth Martin    ","81176801"
"14/06/2043","FEMALE","49","03/01/1965","Gin Voight          ","21211663"
"15/09/2039","MALE  ","43","06/02/1988","Buffy Gray          ","51754890"
"30/07/2025","MALE  ","41","07/10/1972","Nicole Depp         ","10229898"
"29/09/2038","MALE  ","15","08/11/1978","Meredith Cube       ","58796196"
"04/02/2056","FEMALE","18","05/12/2002","Bridgette Idol      ","79193990"
"23/02/2051","MALE  ","27","25/08/1977","Uma Watson          ","89772980"
"30/07/2040","FEMALE","32","13/03/1998","Nicky Ali           ","196382"
"23/09/2041","MALE  ","9","28/02/1978","Debbie Holiday      ","60461441"
"22/10/2040","MALE  ","8","06/09/1967","Neil Sarandon       ","1410069"
"15/12/2059","MALE  ","6","12/09/1984","Rosanne Robinson    ","7485690"
"14/04/2044","MALE  ","6","10/10/1979","Rosco DeVito        ","32007312"
"28/05/2028","FEMALE","25","10/02/2002","Kimberly Boyle      ","91935041"
"28/01/2024","FEMALE","30","23/12/1994","Christine Westerberg","39830118"
"22/02/2027","FEMALE","22","30/09/1968","Garth Callow        ","27201581"
"21/12/2026","MALE  ","25","10/06/1983","Campbell Sevenfold  ","6551253"
"18/02/2035","MALE  ","37","09/10/2005","Max Olyphant        ","34907620"
"15/12/2048","MALE  ","5","16/09/1990","Meredith Mould      ","92584102"
"14/06/2054","FEMALE","29","10/03/1976","Karen Hopkins       ","96171616"
"27/05/2048","MALE  ","19","30/08/2004","Jeremy Blossoms     ","21050458"
"30/04/2055","MALE  ","44","12/11/1994","Ice Shue            ","57746204"
"06/07/2042","MALE  ","8","26/07/1972","Larnelle Macy       ","7947326"
"31/10/2033","FEMALE","41","03/09/1963","Jason Furay         ","80003464"
"21/12/2051","FEMALE","30","23/07/1972","Judge Moriarty      ","5517180"
"21/09/2044","MALE  ","29","17/06/1984","Emm Coleman         ","32590175"
"19/07/2046","MALE  ","29","26/08/1982","Cameron Numan       ","98970559"
"24/08/2058","FEMALE","43","05/10/1967","Juliette Balin      ","60079708"
"21/07/2037","FEMALE","12","16/02/1985","Spike Sledge        ","64385740"
"06/10/2053","FEMALE","23","10/09/1973","Steven Lloyd        ","10357375"
"02/05/2054","MALE  ","44","15/03/1997","Nora Moffat         ","89067198"
"07/04/2037","MALE  ","33","26/09/1974","Annette Preston     ","49042469"
"06/09/2035","FEMALE","7","30/07/1988","Toni Dale           ","56132898"
"10/01/2044","MALE  ","10","07/02/1986","Nathan Caldwell     ","30222859"
"07/07/2031","MALE  ","42","06/04/1995","Frederic Sartain    ","33869953"
"11/05/2040","FEMALE","40","29/11/2005","Jonatha Visnjic     ","63406931"
"20/01/2037","MALE  ","44","21/03/1965","Louise Benson       ","68698988"
"29/06/2047","MALE  ","11","30/09/1960","Katrin Hewitt       ","65132820"
"22/04/2046","FEMALE","50","29/05/1991","Cary Osborne        ","89669569"
"20/01/2037","MALE  ","48","03/04/1979","Wade McGill         ","17366272"
"27/05/2041","MALE  ","12","17/11/2003","Miguel Kapanka      ","73522347"
"09/02/2050","FEMALE","31","25/07/1980","Marianne Hawkins    ","29916153"
"30/09/2053","FEMALE","29","08/05/1987","Jack Buckingham     ","23748081"
"06/10/2024","MALE  ","34","06/09/1977","Leonardo Stuart     ","26850500"
"05/05/2048","FEMALE","18","23/04/1960","Jodie Farris        ","65999517"
"10/11/2043","FEMALE","13","13/03/2002","Nikka Stiller       ","3556190"
"28/07/2058","FEMALE","47","12/07/1992","Radney DeVita       ","86919090"
"02/05/2046","FEMALE","4","02/12/2001","Ving Blades         ","37901700"
"21/08/2056","FEMALE","27","04/08/1990","Harriet Reeve       ","25183734"
"15/05/2038","MALE  ","38","23/10/1964","Armin Porter        ","42185080"
"22/12/2025","FEMALE","31","13/07/1999","Kim Peniston        ","93587586"
"02/11/2026","MALE  ","40","07/03/1999","Marie Dorff         ","18428182"
"25/01/2031","FEMALE","50","05/12/1985","Vertical Scaggs     ","50534191"
